5,296247.29599999904
5,297691.135999999
5,285828.09599999955
5,297593.85599999945
5,282192.8959999987
5,294542.33599999885
5,278557.6959999993
5,295059.4559999991
5,269838.3359999991
5,279074.8159999991
10,287143.9359999993
10,282648.57599999895
10,293016.57599999895
10,290651.13599999936
10,297302.01599999913
10,289668.0959999991
10,280697.8559999987
10,289171.455999999
10,281911.29599999875
10,258446.33599999934
15,291854.33599999937
15,293477.3759999994
15,297598.975999999
15,272843.7759999994
15,290451.45599999884
