139,187,239,0,1.33,59.31722480935372,0
146,86,86,9,1.07,71.02292361296401,0
131,21,38,10,1.31,81.91430358512437,74577.92000000013
137,67,191,13,1.02,77.78509865583267,148395.77600000007
151,17,22,5,0.87,78.35334882940134,46471.93600000009
52,49,172,15,0.26,91.87817059858622,164579.3279999998
214,208,245,0,1.3,54.723191779747346,0
96,146,149,2,0.23,70.22205177980632,19692.8
100,36,77,6,0.15,88.07094127111056,117865.98399999988
116,116,133,12,0.47,78.00929034527222,113455.6160000003
70,112,126,9,1.48,77.01865986505395,0
215,15,202,4,0.06,63.210329744193636,101286.91200000005
156,32,60,4,1.17,76.55887126235854,49407.74400000001
13,57,202,8,0.18,84.1339586751237,28930.303999999975
95,35,39,4,0.77,83.48083880723817,25613.82399999996
165,49,49,0,1.48,71.23377702816273,0
157,69,147,3,0.74,68.16069820394199,42639.61599999998
207,95,159,7,1.19,60.58215231956744,44573.184000000016
224,26,114,2,0.52,64.54845593891125,47483.90400000001
223,39,107,9,1.4,71.06942768626331,112088.0640000001
149,152,183,4,0.02,61.69525230572912,56838.14400000002
92,63,148,5,1.35,76.29328053994169,36609.27999999998
136,82,114,5,1.33,70.88958784468326,3572.2239999999983
133,51,92,4,0.62,78.41929610333904,56626.431999999986
139,51,135,6,0.28,80.10551710554881,116982.78400000003
208,25,34,9,0.09,82.66205095424473,239279.61599999882
219,161,227,7,0.39,59.581720241944325,87535.36000000006
221,110,123,11,1.16,58.6830364341148,0
153,36,57,13,0.59,88.02670588267394,214195.9679999995
182,109,110,10,1.45,65.13159155900127,0
64,87,206,13,0.52,81.57060549303849,125199.61600000027
145,31,142,4,0.96,73.4342058756415,70310.65599999997
28,140,177,11,1.35,70.97194620833503,0
201,207,231,4,0.75,56.509790914804505,102678.52799999999
245,53,62,15,0.11,82.8562593953781,372975.36000000086
116,30,34,3,0.38,83.68820132903377,48573.69600000007
215,49,135,4,1.4,63.553005987575716,47909.63200000002
109,112,218,14,1.36,65.02307649746238,66882.56000000038
143,72,227,11,1.24,74.5566313878364,122865.664
149,102,165,13,1.27,64.4227602757781,46195.20000000007
98,36,49,1,1.33,81.39419875045681,0
42,145,204,9,1.32,66.16676712853236,3516.16
190,95,191,8,1.45,60.633219298764075,46848.768000000055
96,16,106,10,0.51,91.10765307995973,174273.7919999996
32,18,76,5,0.96,93.6625399334597,42898.688000000024
84,60,226,4,1.43,70.38881729094037,34121.727999999974
235,100,123,12,0.87,63.65874935774425,85092.864
116,26,66,2,1.24,79.39327173180646,26996.22400000001
85,141,196,3,1.16,65.15274646338055,1827.3279999999997
225,10,28,6,0.15,76.72377951151621,171337.21599999894
103,179,183,13,1.48,65.99154602746363,0
233,62,70,8,1.38,61.98197207252567,0
214,115,225,5,1.13,59.898342205355604,38342.656
184,19,82,8,0.06,83.17137535688015,215023.61599999855
80,60,197,7,1.28,76.47332072731953,61680.896000000066
247,60,217,9,0.15,68.31830998859458,215585.79199999894
67,31,233,2,0.17,71.72034852851503,27439.359999999997
185,22,85,1,1.25,68.11426105989563,16956.672000000006
120,60,62,0,0.79,77.597688676425,0
156,40,87,7,0.91,79.61375023303977,105462.784
142,15,133,11,0.74,86.5342126720131,228186.36799999978
226,51,131,11,0.26,76.72465168054194,259440.89599999905
239,118,227,12,0.39,67.77295415247647,213213.95199999967
